REF_DATE,GEO,VALUE,countID
2023-05-07,"Charlottetown, Prince Edward Island",97.3,
2023-05-07,"Charlottetown, Prince Edward Island",100,
2023-05-07,"Charlottetown, Prince Edward Island",85.9,
2023-05-07,Nova Scotia,84.2,
2023-05-07,Nova Scotia,84.1,
2023-05-07,Nova Scotia,83.8,
2023-05-07,"Halifax, Nova Scotia",84.2,
2023-05-07,"Halifax, Nova Scotia",84.1,
2023-05-07,"Halifax, Nova Scotia",83.8,
2023-05-07,New Brunswick,90.5,
2023-05-07,New Brunswick,91.3,
2023-05-07,New Brunswick,88.3,
2023-05-07,"Saint John, Fredericton, and Moncton, New Brunswick",90.5,
2023-05-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.3,
2023-05-07,"Saint John, Fredericton, and Moncton, New Brunswick",88.3,
2023-05-07,Quebec,83.3,
2023-05-07,Quebec,85.7,
2023-05-07,Quebec,77.6,
2023-05-07,"Québec, Quebec",81.5,
2023-05-07,"Québec, Quebec",88.6,
2023-05-07,"Québec, Quebec",68,
2023-05-07,"Montréal, Quebec",83.6,
2023-05-07,"Montréal, Quebec",85,
2023-05-07,"Montréal, Quebec",80.3,
2023-05-07,Ontario,75.7,
2023-05-07,Ontario,70.4,
2023-05-07,Ontario,88.3,
2023-05-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.9,
2023-05-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.9,
2023-05-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.9,
2023-05-07,"Toronto, Ontario",71.6,
2023-05-07,"Toronto, Ontario",64.1,
2023-05-07,"Toronto, Ontario",87.1,
2023-05-07,"Hamilton, Ontario",83.7,
2023-05-07,"Hamilton, Ontario",79.1,
2023-05-07,"Hamilton, Ontario",93.9,
2023-05-07,"St. Catharines-Niagara, Ontario",82.4,
2023-05-07,"St. Catharines-Niagara, Ontario",79.9,
2023-05-07,"St. Catharines-Niagara, Ontario",88.3,
2023-05-07,"Kitchener-Cambridge-Waterloo, Ontario",83.6,
2023-05-07,"Kitchener-Cambridge-Waterloo, Ontario",78.9,
2023-05-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-05-07,"London, Ontario",83,
2023-05-07,"London, Ontario",79.4,
2023-05-07,"London, Ontario",99.2,
2023-05-07,"Windsor, Ontario",94.7,
2023-05-07,"Windsor, Ontario",95.2,
2023-05-07,"Windsor, Ontario",94.1,
2023-05-07,"Greater Sudbury, Ontario",91.1,
2023-05-07,"Greater Sudbury, Ontario",90.8,
2023-05-07,"Greater Sudbury, Ontario",92.7,
2023-05-07,Prairie Region,95,
2023-05-07,Prairie Region,99.4,
2023-05-07,Prairie Region,86.4,
2023-05-07,Manitoba,66,
2023-05-07,Manitoba,71.5,
2023-05-07,Manitoba,52.3,
2023-05-07,"Winnipeg, Manitoba",66,
2023-05-07,"Winnipeg, Manitoba",71.5,
2023-05-07,"Winnipeg, Manitoba",52.3,
2023-05-07,Saskatchewan,71.9,
2023-05-07,Saskatchewan,76.4,
2023-05-07,Saskatchewan,59.5,
2023-05-07,"Regina, Saskatchewan",62.5,
2023-05-07,"Regina, Saskatchewan",65.3,
2023-05-07,"Regina, Saskatchewan",54.2,
2023-05-07,"Saskatoon, Saskatchewan",81.2,
2023-05-07,"Saskatoon, Saskatchewan",87.8,
2023-05-07,"Saskatoon, Saskatchewan",63.6,
2023-05-07,Alberta,99.6,
2023-05-07,Alberta,104.1,
2023-05-07,Alberta,91,
2023-05-07,"Calgary, Alberta",91.5,
2023-05-07,"Calgary, Alberta",96.6,
2023-05-07,"Calgary, Alberta",82,
2023-05-07,"Edmonton, Alberta",107.4,
2023-05-07,"Edmonton, Alberta",111.1,
2023-05-07,"Edmonton, Alberta",100.5,
2023-05-07,British Columbia,99.5,
2023-05-07,British Columbia,101.4,
2023-05-07,British Columbia,97.6,
2023-05-07,"Vancouver, British Columbia",97.8,
2023-05-07,"Vancouver, British Columbia",99.1,
2023-05-07,"Vancouver, British Columbia",97.1,
2023-05-07,"Victoria, British Columbia",115,
2023-05-07,"Victoria, British Columbia",124.6,
2023-05-07,"Victoria, British Columbia",102.1,
2023-06-07,Canada,85.1,
2023-06-07,Canada,83.7,
2023-06-07,Canada,88.5,
2023-06-07,Atlantic Region,79.2,
2023-06-07,Atlantic Region,81.3,
2023-06-07,Atlantic Region,72.4,
2023-06-07,Newfoundland and Labrador,65.1,
2023-06-07,Newfoundland and Labrador,67.7,
2023-06-07,Newfoundland and Labrador,59.2,
2023-06-07,"St. John's, Newfoundland and Labrador",65.1,
2023-06-07,"St. John's, Newfoundland and Labrador",67.7,
2023-06-07,"St. John's, Newfoundland and Labrador",59.2,
2023-06-07,Prince Edward Island,97.3,
2023-06-07,Prince Edward Island,100,
2023-06-07,Prince Edward Island,85.9,
2023-06-07,"Charlottetown, Prince Edward Island",97.3,
2023-06-07,"Charlottetown, Prince Edward Island",100,
2023-06-07,"Charlottetown, Prince Edward Island",85.9,
2023-06-07,Nova Scotia,84.2,
2023-06-07,Nova Scotia,84.1,
2023-06-07,Nova Scotia,83.8,
2023-06-07,"Halifax, Nova Scotia",84.2,
2023-06-07,"Halifax, Nova Scotia",84.1,
2023-06-07,"Halifax, Nova Scotia",83.8,
2023-06-07,New Brunswick,90.5,
2023-06-07,New Brunswick,91.3,
2023-06-07,New Brunswick,88.3,
2023-06-07,"Saint John, Fredericton, and Moncton, New Brunswick",90.5,
2023-06-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.3,
2023-06-07,"Saint John, Fredericton, and Moncton, New Brunswick",88.3,
2023-06-07,Quebec,83.4,
2023-06-07,Quebec,85.8,
2023-06-07,Quebec,77.6,
2023-06-07,"Québec, Quebec",81.5,
2023-06-07,"Québec, Quebec",88.6,
2023-06-07,"Québec, Quebec",68,
2023-06-07,"Montréal, Quebec",83.7,
2023-06-07,"Montréal, Quebec",85.2,
2023-06-07,"Montréal, Quebec",80.3,
2023-06-07,Ontario,76.1,
2023-06-07,Ontario,70.7,
2023-06-07,Ontario,88.5,
2023-06-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87,
2023-06-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87,
2023-06-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90,
2023-06-07,"Toronto, Ontario",72,
2023-06-07,"Toronto, Ontario",64.6,
2023-06-07,"Toronto, Ontario",87.4,
2023-06-07,"Hamilton, Ontario",84,
2023-06-07,"Hamilton, Ontario",79.5,
2023-06-07,"Hamilton, Ontario",93.9,
2023-06-07,"St. Catharines-Niagara, Ontario",82.5,
2023-06-07,"St. Catharines-Niagara, Ontario",79.9,
2023-06-07,"St. Catharines-Niagara, Ontario",88.5,
2023-06-07,"Kitchener-Cambridge-Waterloo, Ontario",83.9,
2023-06-07,"Kitchener-Cambridge-Waterloo, Ontario",79.3,
2023-06-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-06-07,"London, Ontario",83.6,
2023-06-07,"London, Ontario",80.2,
2023-06-07,"London, Ontario",99.2,
2023-06-07,"Windsor, Ontario",94,
2023-06-07,"Windsor, Ontario",93.7,
2023-06-07,"Windsor, Ontario",94.1,
2023-06-07,"Greater Sudbury, Ontario",91.2,
2023-06-07,"Greater Sudbury, Ontario",90.7,
2023-06-07,"Greater Sudbury, Ontario",93.2,
2023-06-07,Prairie Region,96.1,
2023-06-07,Prairie Region,99.9,
2023-06-07,Prairie Region,88.6,
2023-06-07,Manitoba,69.5,
2023-06-07,Manitoba,71.9,
2023-06-07,Manitoba,63.5,
2023-06-07,"Winnipeg, Manitoba",69.5,
2023-06-07,"Winnipeg, Manitoba",71.9,
2023-06-07,"Winnipeg, Manitoba",63.5,
2023-06-07,Saskatchewan,76.1,
2023-06-07,Saskatchewan,80.8,
2023-06-07,Saskatchewan,63.1,
2023-06-07,"Regina, Saskatchewan",63.7,
2023-06-07,"Regina, Saskatchewan",66.7,
2023-06-07,"Regina, Saskatchewan",55,
2023-06-07,"Saskatoon, Saskatchewan",88.4,
2023-06-07,"Saskatoon, Saskatchewan",95.4,
2023-06-07,"Saskatoon, Saskatchewan",69.7,
2023-06-07,Alberta,100.2,
2023-06-07,Alberta,104.3,
2023-06-07,Alberta,92.4,
2023-06-07,"Calgary, Alberta",92,
2023-06-07,"Calgary, Alberta",97,
2023-06-07,"Calgary, Alberta",82.7,
2023-06-07,"Edmonton, Alberta",108.3,
2023-06-07,"Edmonton, Alberta",111.1,
2023-06-07,"Edmonton, Alberta",102.9,
2023-06-07,British Columbia,100.3,
2023-06-07,British Columbia,102.5,
2023-06-07,British Columbia,97.9,
2023-06-07,"Vancouver, British Columbia",98.7,
2023-06-07,"Vancouver, British Columbia",100.2,
2023-06-07,"Vancouver, British Columbia",97.5,
2023-06-07,"Victoria, British Columbia",115.4,
2023-06-07,"Victoria, British Columbia",125.4,
2023-06-07,"Victoria, British Columbia",102.1,
2023-07-07,Canada,85.9,
2023-07-07,Canada,84.3,
2023-07-07,Canada,89.7,
2023-07-07,Atlantic Region,79.6,
2023-07-07,Atlantic Region,81.6,
2023-07-07,Atlantic Region,73,
2023-07-07,Newfoundland and Labrador,65.9,
2023-07-07,Newfoundland and Labrador,68.4,
2023-07-07,Newfoundland and Labrador,60.3,
2023-07-07,"St. John's, Newfoundland and Labrador",65.9,
2023-07-07,"St. John's, Newfoundland and Labrador",68.4,
2023-07-07,"St. John's, Newfoundland and Labrador",60.3,
2023-07-07,Prince Edward Island,97.3,
2023-07-07,Prince Edward Island,100,
2023-07-07,Prince Edward Island,85.9,
2023-07-07,"Charlottetown, Prince Edward Island",97.3,
2023-07-07,"Charlottetown, Prince Edward Island",100,
2023-07-07,"Charlottetown, Prince Edward Island",85.9,
2023-07-07,Nova Scotia,84.3,
2023-07-07,Nova Scotia,84.1,
2023-07-07,Nova Scotia,84.2,
2023-07-07,"Halifax, Nova Scotia",84.3,
2023-07-07,"Halifax, Nova Scotia",84.1,
2023-07-07,"Halifax, Nova Scotia",84.2,
2023-07-07,New Brunswick,90.6,
2023-07-07,New Brunswick,91.5,
2023-07-07,New Brunswick,88.3,
2023-07-07,"Saint John, Fredericton, and Moncton, New Brunswick",90.6,
2023-07-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.5,
2023-07-07,"Saint John, Fredericton, and Moncton, New Brunswick",88.3,
2023-07-07,Quebec,83.4,
2023-07-07,Quebec,85.8,
2023-07-07,Quebec,77.6,
2023-07-07,"Québec, Quebec",81.5,
2023-07-07,"Québec, Quebec",88.6,
2023-07-07,"Québec, Quebec",68,
2023-07-07,"Montréal, Quebec",83.7,
2023-07-07,"Montréal, Quebec",85.2,
2023-07-07,"Montréal, Quebec",80.3,
2023-07-07,Ontario,76.2,
2023-07-07,Ontario,70.9,
2023-07-07,Ontario,88.5,
2023-07-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87,
2023-07-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87,
2023-07-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.2,
2023-07-07,"Toronto, Ontario",72.2,
2023-07-07,"Toronto, Ontario",64.8,
2023-07-07,"Toronto, Ontario",87.4,
2023-07-07,"Hamilton, Ontario",84.2,
2023-07-07,"Hamilton, Ontario",79.8,
2023-07-07,"Hamilton, Ontario",93.9,
2023-07-07,"St. Catharines-Niagara, Ontario",82.7,
2023-07-07,"St. Catharines-Niagara, Ontario",80.2,
2023-07-07,"St. Catharines-Niagara, Ontario",88.5,
2023-07-07,"Kitchener-Cambridge-Waterloo, Ontario",84,
2023-07-07,"Kitchener-Cambridge-Waterloo, Ontario",79.4,
2023-07-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-07-07,"London, Ontario",84.1,
2023-07-07,"London, Ontario",80.7,
2023-07-07,"London, Ontario",99.2,
2023-07-07,"Windsor, Ontario",93.4,
2023-07-07,"Windsor, Ontario",92.9,
2023-07-07,"Windsor, Ontario",94.1,
2023-07-07,"Greater Sudbury, Ontario",90.8,
2023-07-07,"Greater Sudbury, Ontario",90.2,
2023-07-07,"Greater Sudbury, Ontario",93.2,
2023-07-07,Prairie Region,99.2,
2023-07-07,Prairie Region,102.1,
2023-07-07,Prairie Region,93.4,
2023-07-07,Manitoba,72.5,
2023-07-07,Manitoba,72.1,
2023-07-07,Manitoba,73.5,
2023-07-07,"Winnipeg, Manitoba",72.5,
2023-07-07,"Winnipeg, Manitoba",72.1,
2023-07-07,"Winnipeg, Manitoba",73.5,
2023-07-07,Saskatchewan,78,
2023-07-07,Saskatchewan,83.1,
2023-07-07,Saskatchewan,63.8,
2023-07-07,"Regina, Saskatchewan",64.8,
2023-07-07,"Regina, Saskatchewan",67.8,
2023-07-07,"Regina, Saskatchewan",55.8,
2023-07-07,"Saskatoon, Saskatchewan",91.1,
2023-07-07,"Saskatoon, Saskatchewan",98.8,
2023-07-07,"Saskatoon, Saskatchewan",70.4,
2023-07-07,Alberta,103.4,
2023-07-07,Alberta,106.7,
2023-07-07,Alberta,97,
2023-07-07,"Calgary, Alberta",92.1,
2023-07-07,"Calgary, Alberta",97.1,
2023-07-07,"Calgary, Alberta",82.7,
2023-07-07,"Edmonton, Alberta",115.9,
2023-07-07,"Edmonton, Alberta",116.7,
2023-07-07,"Edmonton, Alberta",114.6,
2023-07-07,British Columbia,100.4,
2023-07-07,British Columbia,102.6,
2023-07-07,British Columbia,98.1,
2023-07-07,"Vancouver, British Columbia",98.9,
2023-07-07,"Vancouver, British Columbia",100.4,
2023-07-07,"Vancouver, British Columbia",97.5,
2023-07-07,"Victoria, British Columbia",115.4,
2023-07-07,"Victoria, British Columbia",124.5,
2023-07-07,"Victoria, British Columbia",103,
2023-08-07,Canada,86.3,
2023-08-07,Canada,84.8,
2023-08-07,Canada,89.9,
2023-08-07,Atlantic Region,80,
2023-08-07,Atlantic Region,82,
2023-08-07,Atlantic Region,73.5,
2023-08-07,Newfoundland and Labrador,66.7,
2023-08-07,Newfoundland and Labrador,69.5,
2023-08-07,Newfoundland and Labrador,60.3,
2023-08-07,"St. John's, Newfoundland and Labrador",66.7,
2023-08-07,"St. John's, Newfoundland and Labrador",69.5,
2023-08-07,"St. John's, Newfoundland and Labrador",60.3,
2023-08-07,Prince Edward Island,97.3,
2023-08-07,Prince Edward Island,100,
2023-08-07,Prince Edward Island,85.9,
2023-08-07,"Charlottetown, Prince Edward Island",97.3,
2023-08-07,"Charlottetown, Prince Edward Island",100,
2023-08-07,"Charlottetown, Prince Edward Island",85.9,
2023-08-07,Nova Scotia,84.4,
2023-08-07,Nova Scotia,84.3,
2023-08-07,Nova Scotia,84.2,
2023-08-07,"Halifax, Nova Scotia",84.4,
2023-08-07,"Halifax, Nova Scotia",84.3,
2023-08-07,"Halifax, Nova Scotia",84.2,
2023-08-07,New Brunswick,91.2,
2023-08-07,New Brunswick,91.6,
2023-08-07,New Brunswick,90.8,
2023-08-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.2,
2023-08-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.6,
2023-08-07,"Saint John, Fredericton, and Moncton, New Brunswick",90.8,
2023-08-07,Quebec,84.3,
2023-08-07,Quebec,86.9,
2023-08-07,Quebec,78,
2023-08-07,"Québec, Quebec",82.1,
2023-08-07,"Québec, Quebec",89.1,
2023-08-07,"Québec, Quebec",68.6,
2023-08-07,"Montréal, Quebec",84.6,
2023-08-07,"Montréal, Quebec",86.3,
2023-08-07,"Montréal, Quebec",80.5,
2023-08-07,Ontario,76.5,
2023-08-07,Ontario,71.3,
2023-08-07,Ontario,88.5,
2023-08-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.2,
2023-08-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.1,
2023-08-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.3,
2023-08-07,"Toronto, Ontario",72.4,
2023-08-07,"Toronto, Ontario",65.3,
2023-08-07,"Toronto, Ontario",87.4,
2023-08-07,"Hamilton, Ontario",83.5,
2023-08-07,"Hamilton, Ontario",78.9,
2023-08-07,"Hamilton, Ontario",93.9,
2023-08-07,"St. Catharines-Niagara, Ontario",83.6,
2023-08-07,"St. Catharines-Niagara, Ontario",81.3,
2023-08-07,"St. Catharines-Niagara, Ontario",88.5,
2023-08-07,"Kitchener-Cambridge-Waterloo, Ontario",84.3,
2023-08-07,"Kitchener-Cambridge-Waterloo, Ontario",79.8,
2023-08-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-08-07,"London, Ontario",84,
2023-08-07,"London, Ontario",80.7,
2023-08-07,"London, Ontario",99.2,
2023-08-07,"Windsor, Ontario",94,
2023-08-07,"Windsor, Ontario",93.8,
2023-08-07,"Windsor, Ontario",94.1,
2023-08-07,"Greater Sudbury, Ontario",91.2,
2023-08-07,"Greater Sudbury, Ontario",90.6,
2023-08-07,"Greater Sudbury, Ontario",93.6,
2023-08-07,Prairie Region,99.5,
2023-08-07,Prairie Region,102.6,
2023-08-07,Prairie Region,93.6,
2023-08-07,Manitoba,72.8,
2023-08-07,Manitoba,73.3,
2023-08-07,Manitoba,72,
2023-08-07,"Winnipeg, Manitoba",72.8,
2023-08-07,"Winnipeg, Manitoba",73.3,
2023-08-07,"Winnipeg, Manitoba",72,
2023-08-07,Saskatchewan,80.4,
2023-08-07,Saskatchewan,86.1,
2023-08-07,Saskatchewan,64.3,
2023-08-07,"Regina, Saskatchewan",68.2,
2023-08-07,"Regina, Saskatchewan",72.3,
2023-08-07,"Regina, Saskatchewan",56.4,
2023-08-07,"Saskatoon, Saskatchewan",92.4,
2023-08-07,"Saskatoon, Saskatchewan",100.5,
2023-08-07,"Saskatoon, Saskatchewan",70.5,
2023-08-07,Alberta,103.6,
2023-08-07,Alberta,106.8,
2023-08-07,Alberta,97.3,
2023-08-07,"Calgary, Alberta",92.1,
2023-08-07,"Calgary, Alberta",97,
2023-08-07,"Calgary, Alberta",82.9,
2023-08-07,"Edmonton, Alberta",116.3,
2023-08-07,"Edmonton, Alberta",117.2,
2023-08-07,"Edmonton, Alberta",115,
2023-08-07,British Columbia,100.5,
2023-08-07,British Columbia,102.6,
2023-08-07,British Columbia,98.3,
2023-08-07,"Vancouver, British Columbia",99,
2023-08-07,"Vancouver, British Columbia",100.4,
2023-08-07,"Vancouver, British Columbia",97.8,
2023-08-07,"Victoria, British Columbia",115.4,
2023-08-07,"Victoria, British Columbia",124.5,
2023-08-07,"Victoria, British Columbia",103,
2023-09-07,Canada,86.5,
2023-09-07,Canada,85.1,
2023-09-07,Canada,90,
2023-09-07,Atlantic Region,80.4,
2023-09-07,Atlantic Region,82.5,
2023-09-07,Atlantic Region,73.5,
2023-09-07,Newfoundland and Labrador,67.3,
2023-09-07,Newfoundland and Labrador,70.6,
2023-09-07,Newfoundland and Labrador,59.8,
2023-09-07,"St. John's, Newfoundland and Labrador",67.3,
2023-09-07,"St. John's, Newfoundland and Labrador",70.6,
2023-09-07,"St. John's, Newfoundland and Labrador",59.8,
2023-09-07,Prince Edward Island,97.6,
2023-09-07,Prince Edward Island,100,
2023-09-07,Prince Edward Island,86.8,
2023-09-07,"Charlottetown, Prince Edward Island",97.6,
2023-09-07,"Charlottetown, Prince Edward Island",100,
2023-09-07,"Charlottetown, Prince Edward Island",86.8,
2023-09-07,Nova Scotia,84.7,
2023-09-07,Nova Scotia,84.5,
2023-09-07,Nova Scotia,84.6,
2023-09-07,"Halifax, Nova Scotia",84.7,
2023-09-07,"Halifax, Nova Scotia",84.5,
2023-09-07,"Halifax, Nova Scotia",84.6,
2023-09-07,New Brunswick,91.3,
2023-09-07,New Brunswick,91.7,
2023-09-07,New Brunswick,90.8,
2023-09-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.3,
2023-09-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.7,
2023-09-07,"Saint John, Fredericton, and Moncton, New Brunswick",90.8,
2023-09-07,Quebec,84.4,
2023-09-07,Quebec,87.2,
2023-09-07,Quebec,78,
2023-09-07,"Québec, Quebec",82.1,
2023-09-07,"Québec, Quebec",89.1,
2023-09-07,"Québec, Quebec",68.6,
2023-09-07,"Montréal, Quebec",84.8,
2023-09-07,"Montréal, Quebec",86.7,
2023-09-07,"Montréal, Quebec",80.5,
2023-09-07,Ontario,76.7,
2023-09-07,Ontario,71.6,
2023-09-07,Ontario,88.6,
2023-09-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.3,
2023-09-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.3,
2023-09-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.3,
2023-09-07,"Toronto, Ontario",72.7,
2023-09-07,"Toronto, Ontario",65.5,
2023-09-07,"Toronto, Ontario",87.4,
2023-09-07,"Hamilton, Ontario",83.7,
2023-09-07,"Hamilton, Ontario",79.2,
2023-09-07,"Hamilton, Ontario",93.9,
2023-09-07,"St. Catharines-Niagara, Ontario",83.6,
2023-09-07,"St. Catharines-Niagara, Ontario",81.3,
2023-09-07,"St. Catharines-Niagara, Ontario",88.5,
2023-09-07,"Kitchener-Cambridge-Waterloo, Ontario",84.3,
2023-09-07,"Kitchener-Cambridge-Waterloo, Ontario",79.8,
2023-09-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-09-07,"London, Ontario",84.6,
2023-09-07,"London, Ontario",81.3,
2023-09-07,"London, Ontario",99.2,
2023-09-07,"Windsor, Ontario",93.7,
2023-09-07,"Windsor, Ontario",93.4,
2023-09-07,"Windsor, Ontario",94.1,
2023-09-07,"Greater Sudbury, Ontario",92,
2023-09-07,"Greater Sudbury, Ontario",91.7,
2023-09-07,"Greater Sudbury, Ontario",93.6,
2023-09-07,Prairie Region,100,
2023-09-07,Prairie Region,102.9,
2023-09-07,Prairie Region,94.1,
2023-09-07,Manitoba,73.5,
2023-09-07,Manitoba,74.1,
2023-09-07,Manitoba,72,
2023-09-07,"Winnipeg, Manitoba",73.5,
2023-09-07,"Winnipeg, Manitoba",74.1,
2023-09-07,"Winnipeg, Manitoba",72,
2023-09-07,Saskatchewan,80.6,
2023-09-07,Saskatchewan,86.2,
2023-09-07,Saskatchewan,64.9,
2023-09-07,"Regina, Saskatchewan",68.4,
2023-09-07,"Regina, Saskatchewan",72.6,
2023-09-07,"Regina, Saskatchewan",56.4,
2023-09-07,"Saskatoon, Saskatchewan",92.6,
2023-09-07,"Saskatoon, Saskatchewan",100.3,
2023-09-07,"Saskatoon, Saskatchewan",71.9,
2023-09-07,Alberta,104,
2023-09-07,Alberta,107.1,
2023-09-07,Alberta,97.9,
2023-09-07,"Calgary, Alberta",92.8,
2023-09-07,"Calgary, Alberta",97.6,
2023-09-07,"Calgary, Alberta",83.9,
2023-09-07,"Edmonton, Alberta",116.3,
2023-09-07,"Edmonton, Alberta",117.2,
2023-09-07,"Edmonton, Alberta",115,
2023-09-07,British Columbia,100.5,
2023-09-07,British Columbia,102.6,
2023-09-07,British Columbia,98.3,
2023-09-07,"Vancouver, British Columbia",99,
2023-09-07,"Vancouver, British Columbia",100.4,
2023-09-07,"Vancouver, British Columbia",97.8,
2023-09-07,"Victoria, British Columbia",115.2,
2023-09-07,"Victoria, British Columbia",124.1,
2023-09-07,"Victoria, British Columbia",103,
2023-10-07,Canada,86.6,
2023-10-07,Canada,85.1,
2023-10-07,Canada,90.3,
2023-10-07,Atlantic Region,80.7,
2023-10-07,Atlantic Region,82.7,
2023-10-07,Atlantic Region,73.8,
2023-10-07,Newfoundland and Labrador,67.9,
2023-10-07,Newfoundland and Labrador,71.1,
2023-10-07,Newfoundland and Labrador,60.3,
2023-10-07,"St. John's, Newfoundland and Labrador",67.9,
2023-10-07,"St. John's, Newfoundland and Labrador",71.1,
2023-10-07,"St. John's, Newfoundland and Labrador",60.3,
2023-10-07,Prince Edward Island,97.6,
2023-10-07,Prince Edward Island,100,
2023-10-07,Prince Edward Island,86.8,
2023-10-07,"Charlottetown, Prince Edward Island",97.6,
2023-10-07,"Charlottetown, Prince Edward Island",100,
2023-10-07,"Charlottetown, Prince Edward Island",86.8,
2023-10-07,Nova Scotia,84.7,
2023-10-07,Nova Scotia,84.5,
2023-10-07,Nova Scotia,84.6,
2023-10-07,"Halifax, Nova Scotia",84.7,
2023-10-07,"Halifax, Nova Scotia",84.5,
2023-10-07,"Halifax, Nova Scotia",84.6,
2023-10-07,New Brunswick,91.6,
2023-10-07,New Brunswick,92,
2023-10-07,New Brunswick,91.2,
2023-10-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.6,
2023-10-07,"Saint John, Fredericton, and Moncton, New Brunswick",92,
2023-10-07,"Saint John, Fredericton, and Moncton, New Brunswick",91.2,
2023-10-07,Quebec,84.5,
2023-10-07,Quebec,87.2,
2023-10-07,Quebec,78.1,
2023-10-07,"Québec, Quebec",82.3,
2023-10-07,"Québec, Quebec",89.1,
2023-10-07,"Québec, Quebec",69.2,
2023-10-07,"Montréal, Quebec",84.9,
2023-10-07,"Montréal, Quebec",86.7,
2023-10-07,"Montréal, Quebec",80.5,
2023-10-07,Ontario,76.7,
2023-10-07,Ontario,71.6,
2023-10-07,Ontario,88.6,
2023-10-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.3,
2023-10-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.3,
2023-10-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.3,
2023-10-07,"Toronto, Ontario",72.7,
2023-10-07,"Toronto, Ontario",65.6,
2023-10-07,"Toronto, Ontario",87.4,
2023-10-07,"Hamilton, Ontario",83.9,
2023-10-07,"Hamilton, Ontario",79.3,
2023-10-07,"Hamilton, Ontario",93.9,
2023-10-07,"St. Catharines-Niagara, Ontario",83.7,
2023-10-07,"St. Catharines-Niagara, Ontario",81.4,
2023-10-07,"St. Catharines-Niagara, Ontario",88.5,
2023-10-07,"Kitchener-Cambridge-Waterloo, Ontario",84.1,
2023-10-07,"Kitchener-Cambridge-Waterloo, Ontario",79.5,
2023-10-07,"Kitchener-Cambridge-Waterloo, Ontario",97.3,
2023-10-07,"London, Ontario",84.4,
2023-10-07,"London, Ontario",81.1,
2023-10-07,"London, Ontario",99.2,
2023-10-07,"Windsor, Ontario",93.7,
2023-10-07,"Windsor, Ontario",93.4,
2023-10-07,"Windsor, Ontario",94.1,
2023-10-07,"Greater Sudbury, Ontario",92.4,
2023-10-07,"Greater Sudbury, Ontario",92.1,
2023-10-07,"Greater Sudbury, Ontario",93.6,
2023-10-07,Prairie Region,100,
2023-10-07,Prairie Region,102.7,
2023-10-07,Prairie Region,94.8,
2023-10-07,Manitoba,73.5,
2023-10-07,Manitoba,74.1,
2023-10-07,Manitoba,72,
2023-10-07,"Winnipeg, Manitoba",73.5,
2023-10-07,"Winnipeg, Manitoba",74.1,
2023-10-07,"Winnipeg, Manitoba",72,
2023-10-07,Saskatchewan,80.9,
2023-10-07,Saskatchewan,86.5,
2023-10-07,Saskatchewan,65.3,
2023-10-07,"Regina, Saskatchewan",68.4,
2023-10-07,"Regina, Saskatchewan",72.6,
2023-10-07,"Regina, Saskatchewan",56.4,
2023-10-07,"Saskatoon, Saskatchewan",93.2,
2023-10-07,"Saskatoon, Saskatchewan",100.9,
2023-10-07,"Saskatoon, Saskatchewan",72.6,
2023-10-07,Alberta,104,
2023-10-07,Alberta,106.8,
2023-10-07,Alberta,98.7,
2023-10-07,"Calgary, Alberta",92.6,
2023-10-07,"Calgary, Alberta",97,
2023-10-07,"Calgary, Alberta",84.5,
2023-10-07,"Edmonton, Alberta",116.7,
2023-10-07,"Edmonton, Alberta",117.2,
2023-10-07,"Edmonton, Alberta",116,
2023-10-07,British Columbia,101.1,
